InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,TotalClaims,UniqueBeneficiaries,InpatientClaims,OutpatientClaims,ClaimsPerBeneficiary,InpatientRatio,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,TotalUniquePhysicians,AvgClaimDuration,MaxClaimDuration,AvgHospitalStay,MaxHospitalStay,TotalClaimsWithDates,TotalStaysWithDates,UniqueDiagnoses,UniqueProcedures,AvgMaleRatio,MostCommonRace,AvgRenalDiseaseRate,UniqueStates,UniqueCounties,AvgPartACoverage,AvgPartBCoverage,AvgBeneIPReimbursement,AvgBeneOPReimbursement
163340,3333.47,7145.26,49,10680.0,217.96,49,43,10,39,1.14,0.204,26,12,13,51,1.8775510204081636,17,6.9,17,49,10,157,8,0.488,1,0.093,2,16,11.721,12.0,7644.651,1313.721
3080,220.0,518.06,14,0.0,0.0,14,12,0,14,1.17,0.0,6,3,5,14,1.4285714285714286,20,0.0,0,14,0,36,0,0.333,1,0.25,1,4,12.0,12.0,6167.5,2177.5
23310,4662.0,7752.08,5,2136.0,427.2,5,5,2,3,1.0,0.4,4,1,1,6,1.6,4,4.0,4,5,2,20,2,0.2,1,0.0,2,3,12.0,12.0,17448.0,2116.0
66100,1436.96,2815.0,46,10680.0,232.17,46,45,10,36,1.02,0.217,23,9,10,42,2.130434782608696,20,5.0,13,46,10,135,6,0.289,1,0.178,4,7,12.0,12.0,6125.556,1940.444
13290,553.75,827.67,24,0.0,0.0,24,23,0,24,1.04,0.0,2,2,2,6,1.5416666666666667,20,0.0,0,24,0,54,0,0.522,1,0.043,1,4,12.0,12.0,2786.087,1973.478
68780,301.67,632.47,228,890.0,3.9,228,102,0,228,2.24,0.0,11,10,8,29,1.8333333333333333,20,0.0,0,228,0,424,0,0.412,1,0.186,4,12,12.0,11.882,5169.804,1920.588
88200,4642.11,15597.85,19,3204.0,168.63,19,19,3,16,1.0,0.158,12,5,4,21,0.9473684210526316,9,5.666666666666667,9,19,3,58,2,0.474,1,0.263,2,6,12.0,12.0,12327.368,3953.684
270170,1902.61,4730.28,142,27120.0,192.34,142,123,26,116,1.15,0.183,48,21,21,90,2.6338028169014085,29,5.576923076923077,29,142,26,319,20,0.374,1,0.244,6,26,11.902,11.984,8049.187,2280.407
202130,273.52,549.16,739,2250.0,3.04,739,381,0,739,1.94,0.0,9,9,2,20,1.3301759133964817,20,0.0,0,739,0,944,0,0.399,1,0.165,6,24,11.874,11.864,3620.236,1717.795
69390,8673.75,11512.88,8,3204.0,457.71,8,6,4,4,1.33,0.5,3,2,2,7,6.0,21,7.0,21,8,4,39,4,0.167,1,0.167,2,4,12.0,10.0,14366.667,2025.0
31140,2830.91,4895.47,11,3204.0,291.27,11,11,3,8,1.0,0.273,8,4,5,17,4.363636363636363,20,2.6666666666666665,6,11,3,39,1,0.545,1,0.091,1,6,12.0,12.0,2510.0,1170.0
17730,1611.82,3355.13,11,2186.0,198.73,11,10,2,9,1.1,0.182,7,1,3,11,2.0,13,4.5,6,11,2,39,0,0.5,1,0.1,2,6,10.8,12.0,8613.0,1555.0
30,30.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,0,0,0.0,1,0.0,1,1,12.0,12.0,0.0,100.0
343940,1142.66,4525.72,301,22768.0,76.15,301,116,23,278,2.59,0.076,21,17,18,56,1.9800664451827243,28,7.0,28,301,23,520,17,0.379,1,0.164,4,20,11.897,12.0,4207.586,1831.207
11880,224.15,518.16,53,50.0,0.94,53,52,0,53,1.02,0.0,31,11,15,57,0.5849056603773585,20,0.0,0,53,0,109,0,0.442,1,0.192,6,14,12.0,12.0,7511.346,1749.615
15490,238.31,572.75,65,190.0,2.92,65,45,0,65,1.44,0.0,3,2,2,7,1.2615384615384615,20,0.0,0,65,0,141,0,0.422,1,0.2,1,3,12.0,12.0,2022.0,1371.111
9640,267.78,433.21,36,290.0,8.06,36,18,0,36,2.0,0.0,1,1,1,3,2.833333333333333,20,0.0,0,36,0,86,0,0.5,1,0.111,2,6,12.0,12.0,1740.0,2362.778
7290,455.62,913.32,16,0.0,0.0,16,7,0,16,2.29,0.0,1,2,1,4,1.875,20,0.0,0,16,0,31,0,0.429,1,0.143,1,1,12.0,12.0,514.286,1085.714
120680,3892.9,7214.51,31,9612.0,310.06,31,31,9,22,1.0,0.29,26,8,7,41,1.935483870967742,12,5.555555555555555,12,31,9,105,7,0.387,1,0.258,5,14,12.0,12.0,15250.645,3375.161
540,108.0,114.76,5,0.0,0.0,5,5,0,5,1.0,0.0,2,0,1,3,0.0,0,0.0,0,5,0,12,0,0.0,1,0.2,1,2,12.0,12.0,1208.0,1170.0
128140,360.96,984.28,355,3594.0,10.12,355,175,3,352,2.03,0.008,14,15,12,41,1.332394366197183,20,5.0,9,355,3,524,4,0.411,1,0.16,2,16,12.0,11.931,2861.257,1939.543
33620,323.27,594.34,104,410.0,3.94,104,60,0,104,1.73,0.0,10,7,9,26,1.2596153846153846,20,0.0,0,104,0,206,0,0.367,1,0.217,1,9,11.8,12.0,2932.5,2072.0
180,60.0,45.83,3,30.0,10.0,3,3,0,3,1.0,0.0,3,1,1,5,0.0,0,0.0,0,3,0,10,0,0.333,1,0.667,1,2,12.0,12.0,0.0,1413.333
22600,221.57,447.3,102,50.0,0.49,102,94,0,102,1.09,0.0,40,8,20,68,1.588235294117647,20,0.0,0,102,0,185,0,0.447,1,0.266,5,13,11.745,11.894,6319.681,2234.362
203600,1339.47,3645.07,152,16360.0,107.63,152,145,15,137,1.05,0.099,9,6,7,22,1.986842105263158,20,3.2666666666666666,7,152,15,322,13,0.421,1,0.241,1,8,12.0,12.0,4960.207,2278.276
90210,1503.5,3604.8,60,9772.0,165.63,60,47,10,50,1.28,0.167,23,8,12,43,1.8166666666666669,35,6.8,35,60,10,152,5,0.447,1,0.149,5,13,12.0,12.0,6958.936,1494.894
3180,454.29,994.18,7,80.0,11.43,7,6,0,7,1.17,0.0,5,1,2,8,0.1428571428571428,1,0.0,0,7,0,18,0,0.667,1,0.167,1,1,12.0,12.0,12506.667,1956.667
16000,8000.0,4242.64,2,1068.0,1068.0,2,2,2,0,1.0,1.0,1,1,0,2,4.5,8,4.5,8,2,2,18,1,0.5,1,0.0,1,2,12.0,12.0,28270.0,2925.0
57000,19000.0,25119.71,3,3204.0,1068.0,3,3,3,0,1.0,1.0,1,2,0,3,6.0,13,6.0,13,3,3,23,5,0.333,1,0.0,1,2,8.0,11.333,24480.0,1973.333
1830,228.75,324.36,8,0.0,0.0,8,8,0,8,1.0,0.0,6,1,1,8,3.875,20,0.0,0,8,0,15,0,0.25,1,0.375,3,5,12.0,12.0,5767.5,3807.5
21920,429.8,846.65,51,90.0,1.76,51,51,0,51,1.0,0.0,25,9,12,46,1.196078431372549,20,0.0,0,51,0,115,0,0.412,1,0.176,5,14,12.0,11.882,3127.843,2362.549
50,50.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,1,0,0.0,1,0.0,1,1,12.0,12.0,0.0,260.0
2050,170.83,201.38,12,0.0,0.0,12,12,0,12,1.0,0.0,1,1,1,3,0.4166666666666667,4,0.0,0,12,0,28,0,0.5,1,0.167,1,1,12.0,12.0,4877.5,1250.0
51000,17000.0,19313.21,3,3204.0,1068.0,3,3,3,0,1.0,1.0,2,2,1,5,14.0,35,14.0,35,3,3,23,3,0.667,1,0.333,1,2,12.0,12.0,47493.333,583.333
25000,221.24,473.94,113,160.0,1.42,113,88,0,113,1.28,0.0,26,9,15,50,1.2920353982300885,20,0.0,0,113,0,216,0,0.409,1,0.17,8,15,12.0,11.807,3778.75,2198.977
22650,435.58,798.28,52,210.0,4.04,52,40,0,52,1.3,0.0,3,2,3,8,1.6538461538461535,20,0.0,0,52,0,105,0,0.525,1,0.175,1,12,11.7,11.925,5350.75,1850.0
78720,1269.68,4344.28,62,5720.0,92.26,62,58,5,57,1.07,0.081,25,8,13,46,1.6612903225806452,20,6.2,11,62,5,137,5,0.517,1,0.19,3,9,12.0,11.793,4748.103,2756.552
7630,293.46,662.03,26,50.0,1.92,26,24,0,26,1.08,0.0,15,1,8,24,0.8461538461538461,20,0.0,0,26,0,50,0,0.167,1,0.25,2,8,11.958,12.0,2500.0,1904.167
580,193.33,265.77,3,20.0,6.67,3,3,0,3,1.0,0.0,2,0,1,3,1.0,3,0.0,0,3,0,14,0,0.333,1,0.333,1,1,12.0,12.0,20440.0,1530.0
2610,200.77,488.32,13,0.0,0.0,13,13,0,13,1.0,0.0,2,0,2,4,0.5384615384615384,6,0.0,0,13,0,31,0,0.692,1,0.231,1,1,12.0,12.0,4100.0,3059.231
25000,8333.33,9291.57,3,3204.0,1068.0,3,3,3,0,1.0,1.0,3,2,1,6,3.0,4,3.0,4,3,3,22,2,1.0,1,0.0,2,3,12.0,12.0,13333.333,1030.0
227000,12611.11,9744.61,18,18156.0,1068.0,18,17,18,0,1.06,1.0,1,2,2,5,5.388888888888889,32,5.388888888888889,32,18,18,108,14,0.412,1,0.412,1,2,12.0,11.882,18352.941,1108.824
16500,279.66,581.06,59,10.0,0.17,59,34,0,59,1.74,0.0,2,2,3,7,1.0,20,0.0,0,59,0,130,0,0.382,1,0.206,1,1,12.0,12.0,3392.059,1944.412
148350,668.24,2853.78,222,12428.0,55.98,222,106,11,211,2.09,0.05,11,9,5,25,1.2252252252252251,20,5.454545454545454,11,222,11,411,5,0.443,1,0.17,2,13,12.0,12.0,4661.038,1390.283
63190,309.75,656.71,204,1738.0,8.52,204,108,1,203,1.89,0.005,8,6,9,23,1.7401960784313726,20,7.0,7,204,1,367,0,0.389,1,0.213,2,8,11.889,11.889,5107.222,1961.667
3300,3300.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,0,2,0.0,0,0.0,0,1,0,1,0,1.0,2,0.0,1,1,12.0,12.0,0.0,4400.0
13150,1095.83,2645.68,12,1068.0,89.0,12,11,1,11,1.09,0.083,8,1,4,13,2.083333333333333,20,3.0,3,12,1,37,0,0.273,1,0.364,1,8,12.0,12.0,1027.273,1782.727
28000,9333.33,6658.33,3,3204.0,1068.0,3,3,3,0,1.0,1.0,1,2,0,3,5.0,9,5.0,9,3,3,23,5,0.667,1,0.333,1,1,12.0,12.0,21640.0,1753.333
563540,2722.42,5415.45,207,62384.0,302.83,207,130,59,148,1.59,0.285,23,15,18,56,2.7246376811594204,24,5.6440677966101696,24,207,59,467,30,0.354,1,0.169,1,8,11.908,11.908,7280.0,1985.538
1090,121.11,152.76,9,0.0,0.0,9,6,0,9,1.5,0.0,1,1,1,3,2.2222222222222223,20,0.0,0,9,0,27,0,0.333,1,0.5,1,3,12.0,12.0,6013.333,3533.333
259790,3056.35,5896.29,85,25942.0,305.2,85,85,24,61,1.0,0.282,41,21,17,79,2.717647058823529,20,5.833333333333333,18,85,24,230,13,0.329,1,0.329,5,29,12.0,12.0,8027.529,2008.235
169960,1125.56,3221.12,151,13176.0,89.03,151,129,15,136,1.17,0.099,56,24,36,116,2.172185430463576,35,7.066666666666666,35,151,15,310,12,0.442,1,0.163,5,22,11.721,11.977,5122.946,1905.581
44340,410.56,1274.18,108,4582.0,42.43,108,34,4,104,3.18,0.037,20,12,9,41,0.5,18,2.75,3,108,4,244,3,0.353,1,0.265,1,8,12.0,12.0,1775.0,1351.765
7080,590.0,1243.14,12,100.0,8.33,12,12,0,12,1.0,0.0,11,3,4,18,0.6666666666666666,8,0.0,0,12,0,29,0,0.583,1,0.167,1,5,10.0,12.0,2290.0,3987.5
136000,8500.0,5738.76,16,14952.0,1068.0,16,16,16,0,1.0,1.0,4,4,1,9,4.25,13,4.25,13,16,16,106,14,0.375,1,0.062,1,5,12.0,12.0,21635.0,7256.25
14050,226.61,446.35,62,160.0,2.58,62,57,0,62,1.09,0.0,11,4,7,22,0.9838709677419356,20,0.0,0,62,0,129,0,0.404,1,0.211,3,10,11.912,11.877,2989.298,2335.789
111760,1490.13,4206.62,75,9652.0,128.69,75,61,9,66,1.23,0.12,22,10,12,44,1.3333333333333333,20,4.0,9,75,9,173,7,0.475,1,0.197,2,10,11.902,12.0,5361.803,1347.377
47030,671.86,1808.92,70,4412.0,63.03,70,48,4,66,1.46,0.057,13,6,6,25,1.4285714285714286,35,13.75,35,70,4,152,1,0.458,1,0.146,2,8,11.979,12.0,4320.417,1742.917
113710,274.0,545.45,415,1290.0,3.11,415,235,0,415,1.77,0.0,3,3,3,9,2.1156626506024097,20,0.0,0,415,0,638,1,0.396,1,0.149,1,9,11.898,11.834,4826.851,1888.809
830,207.5,329.58,4,0.0,0.0,4,4,0,4,1.0,0.0,1,1,1,3,0.0,0,0.0,0,4,0,9,0,0.25,1,0.25,1,2,12.0,12.0,1000.0,870.0
24780,854.48,2220.99,29,2156.0,74.34,29,27,2,27,1.07,0.069,21,4,12,37,1.827586206896552,20,3.0,5,29,2,66,1,0.444,1,0.148,2,9,12.0,11.556,7711.481,1957.407
152000,12666.67,9754.56,12,11748.0,1068.0,12,12,12,0,1.0,1.0,4,2,2,8,5.583333333333333,13,5.583333333333333,13,12,12,81,13,0.417,1,0.333,1,8,12.0,12.0,17076.667,3107.5
175530,10325.29,8720.85,17,16020.0,942.35,17,14,15,2,1.21,0.882,1,1,1,3,6.235294117647059,31,7.066666666666666,31,17,15,96,12,0.357,1,0.143,1,3,11.143,10.786,14140.0,1426.429
4900,288.24,625.7,17,100.0,5.88,17,17,0,17,1.0,0.0,8,4,4,16,1.1764705882352942,20,0.0,0,17,0,29,0,0.588,1,0.118,2,6,12.0,12.0,5030.0,2057.059
50,50.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,2,0,1.0,1,1.0,1,1,12.0,12.0,0.0,4080.0
31000,7750.0,4425.31,4,4272.0,1068.0,4,4,4,0,1.0,1.0,2,0,1,3,5.25,9,5.25,9,4,4,32,0,0.75,1,0.25,1,3,12.0,12.0,18505.0,2090.0
14780,527.86,1050.12,28,0.0,0.0,28,21,0,28,1.33,0.0,12,5,9,26,1.5,20,0.0,0,28,0,84,0,0.381,1,0.238,1,7,12.0,12.0,8647.619,2972.381
51240,474.44,1329.24,108,4452.0,41.22,108,33,4,104,3.27,0.037,3,2,2,7,0.9722222222222222,20,2.75,6,108,4,208,2,0.242,1,0.091,2,5,12.0,12.0,2076.97,2246.97
25000,5000.0,5612.49,5,5340.0,1068.0,5,5,5,0,1.0,1.0,1,1,0,2,3.2,6,3.2,6,5,5,39,2,0.4,1,0.4,1,2,12.0,12.0,13942.0,2454.0
7570,252.33,531.01,30,120.0,4.0,30,16,0,30,1.88,0.0,6,1,4,11,1.3666666666666667,20,0.0,0,30,0,60,0,0.438,1,0.188,1,3,12.0,12.0,3180.0,2229.375
65010,430.53,1055.07,151,4074.0,26.98,151,74,3,148,2.04,0.02,3,4,4,11,1.5695364238410596,20,3.6666666666666665,6,151,3,294,0,0.405,1,0.203,3,7,12.0,12.0,2700.946,1678.784
80,80.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,1,2,0.0,0,0.0,0,1,0,1,0,0.0,2,0.0,1,1,12.0,12.0,6000.0,1470.0
40410,734.73,2468.05,55,3394.0,61.71,55,48,3,52,1.15,0.055,28,10,14,52,1.1272727272727272,20,2.6666666666666665,5,55,3,115,4,0.521,1,0.146,5,11,12.0,12.0,3028.958,1802.083
4960,330.67,830.61,15,70.0,4.67,15,14,0,15,1.07,0.0,10,2,5,17,0.0666666666666666,1,0.0,0,15,0,38,0,0.286,1,0.286,1,5,12.0,12.0,2028.571,2251.429
11000,379.31,804.84,29,1308.0,45.1,29,29,1,28,1.0,0.034,17,6,9,32,1.1724137931034482,20,1.0,1,29,1,58,0,0.414,1,0.207,3,11,12.0,12.0,4986.552,2153.793
83080,312.33,669.37,266,3166.0,11.9,266,188,2,264,1.41,0.008,25,14,20,59,1.3270676691729324,20,8.0,12,266,2,414,0,0.42,1,0.138,4,23,12.0,11.91,3112.819,1754.309
779530,1847.23,5699.95,422,65200.0,154.87,422,399,61,361,1.06,0.145,208,75,82,365,1.8744075829383888,34,6.147540983606557,34,422,61,740,40,0.398,1,0.198,20,42,11.91,11.865,6827.594,1850.226
131310,2735.62,5492.63,48,13096.0,272.83,48,32,12,36,1.5,0.25,36,11,11,58,2.4791666666666665,20,4.333333333333333,11,48,12,140,10,0.562,1,0.125,2,11,12.0,12.0,6405.625,1442.188
14400,423.53,731.76,34,100.0,2.94,34,22,0,34,1.55,0.0,6,2,3,11,2.3529411764705883,20,0.0,0,34,0,77,0,0.5,1,0.409,3,6,12.0,12.0,4749.545,4366.364
1000,111.11,124.44,9,10.0,1.11,9,4,0,9,2.25,0.0,7,1,3,11,0.0,0,0.0,0,9,0,20,0,0.25,1,0.0,1,1,12.0,12.0,0.0,1330.0
5400,225.0,276.0,24,100.0,4.17,24,24,0,24,1.0,0.0,3,1,1,5,2.75,20,0.0,0,24,0,53,0,0.417,1,0.167,1,2,12.0,11.75,5357.5,2981.25
106050,1710.48,5172.02,62,7756.0,127.15,62,60,8,54,1.03,0.129,41,11,17,69,1.8225806451612905,20,5.375,10,62,8,141,6,0.583,1,0.25,2,16,12.0,12.0,6170.667,2406.0
12150,486.0,830.39,25,130.0,5.2,25,24,0,25,1.04,0.0,7,2,5,14,1.6,20,0.0,0,25,0,56,0,0.333,1,0.167,2,8,11.5,12.0,1759.583,1576.25
2510,358.57,730.85,7,0.0,0.0,7,6,0,7,1.17,0.0,3,3,1,7,1.0,7,0.0,0,7,0,26,0,0.5,1,0.167,2,2,12.0,12.0,1016.667,3353.333
14210,229.19,535.93,62,200.0,3.23,62,56,0,62,1.11,0.0,15,5,7,27,1.3548387096774193,20,0.0,0,62,0,119,0,0.536,1,0.143,3,10,12.0,12.0,3193.214,2028.571
17750,261.03,448.24,68,330.0,4.85,68,62,0,68,1.1,0.0,1,1,1,3,1.4558823529411764,20,0.0,0,68,0,157,0,0.371,1,0.258,2,3,12.0,12.0,4539.677,1995.161
85400,959.55,5540.79,89,4322.0,48.56,89,42,4,85,2.12,0.045,4,3,3,10,1.0112359550561798,35,12.25,35,89,4,198,2,0.476,1,0.095,5,8,12.0,12.0,3673.81,1493.81
1880,208.89,390.49,9,0.0,0.0,9,8,0,9,1.12,0.0,2,1,2,5,0.0,0,0.0,0,9,0,20,0,0.375,1,0.375,1,4,12.0,12.0,1000.0,1435.0
145820,9113.75,16322.15,16,8544.0,534.0,16,16,8,8,1.0,0.5,8,5,1,14,3.125,27,6.25,27,16,8,70,8,0.375,1,0.25,4,9,11.25,12.0,14669.375,1305.625
4510,214.76,547.61,21,0.0,0.0,21,18,0,21,1.17,0.0,12,3,8,23,0.9523809523809524,20,0.0,0,21,0,50,0,0.444,1,0.278,1,8,12.0,11.5,1177.778,1188.333
11400,495.65,899.83,23,0.0,0.0,23,16,0,23,1.44,0.0,1,1,1,3,3.782608695652174,20,0.0,0,23,0,52,0,0.312,1,0.25,1,2,12.0,12.0,4013.75,2585.625
6400,256.0,499.06,25,0.0,0.0,25,25,0,25,1.0,0.0,5,2,4,11,0.8,20,0.0,0,25,0,56,0,0.44,1,0.12,1,7,12.0,12.0,4859.2,1715.6
20800,297.14,581.03,70,100.0,1.43,70,45,0,70,1.56,0.0,1,1,0,2,1.8142857142857145,20,0.0,0,70,0,133,0,0.4,1,0.111,1,3,12.0,12.0,4686.444,1516.0
348830,1357.32,4462.49,257,31492.0,122.54,257,208,29,228,1.24,0.113,69,30,41,140,2.0,20,4.758620689655173,17,257,29,520,18,0.452,1,0.207,4,34,11.942,11.894,4290.962,2387.981
1176290,4541.66,8594.14,259,112580.0,434.67,259,209,105,154,1.24,0.405,65,23,29,117,3.247104247104247,35,6.247619047619048,35,259,105,607,59,0.459,1,0.225,2,54,11.943,11.885,8482.488,1628.756
156300,3907.5,5259.59,40,18156.0,453.9,40,34,17,23,1.18,0.425,19,15,9,43,3.075,35,6.0,35,40,17,150,13,0.618,1,0.294,4,13,12.0,12.0,10419.118,3092.353
94710,4117.83,8971.32,23,7586.0,329.83,23,20,7,16,1.15,0.304,16,7,5,28,3.869565217391304,20,5.571428571428571,14,23,7,84,9,0.4,1,0.2,3,9,12.0,12.0,8000.0,1596.5
70,70.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,1,0,0.0,1,0.0,1,1,12.0,12.0,0.0,1000.0
12390,317.69,510.24,39,1128.0,28.92,39,38,1,38,1.03,0.026,26,3,11,40,1.4102564102564104,20,1.0,1,39,1,91,0,0.421,1,0.316,6,15,12.0,11.684,5132.632,3365.0
33810,236.43,488.03,143,590.0,4.13,143,134,0,143,1.07,0.0,7,3,7,17,1.944055944055944,20,0.0,0,143,0,261,0,0.373,1,0.164,2,9,12.0,12.0,3118.06,2077.836
45610,970.43,4599.35,47,2246.0,47.79,47,47,2,45,1.0,0.043,22,6,13,41,0.4468085106382978,13,3.0,5,47,2,109,1,0.404,1,0.213,3,17,12.0,12.0,6444.681,1485.319
6410,534.17,989.31,12,0.0,0.0,12,11,0,12,1.09,0.0,5,2,1,8,1.5833333333333333,13,0.0,0,12,0,28,0,0.455,1,0.091,1,2,12.0,11.455,1000.0,1933.636
17930,338.3,687.44,53,200.0,3.77,53,40,0,53,1.32,0.0,1,1,1,3,1.660377358490566,20,0.0,0,53,0,106,0,0.475,1,0.175,2,1,11.7,12.0,5598.5,2470.25
60,30.0,14.14,2,0.0,0.0,2,2,0,2,1.0,0.0,1,0,0,1,0.0,0,0.0,0,2,0,7,0,0.5,1,0.5,1,1,12.0,12.0,0.0,1750.0
20,20.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,1,2,0.0,0,0.0,0,1,0,6,0,1.0,1,0.0,1,1,12.0,12.0,0.0,520.0
34120,245.47,484.01,139,880.0,6.33,139,42,0,139,3.31,0.0,17,9,17,43,1.3741007194244603,20,0.0,0,139,0,245,0,0.238,1,0.143,1,2,11.714,11.714,1806.667,1021.19
33570,6714.0,9483.48,5,2136.0,427.2,5,5,2,3,1.0,0.4,3,2,2,7,1.6,4,3.5,4,5,2,27,2,0.6,1,0.6,1,2,12.0,12.0,29024.0,876.0
1700,425.0,717.8,4,0.0,0.0,4,4,0,4,1.0,0.0,2,1,1,4,5.0,20,0.0,0,4,0,9,0,0.5,1,0.5,1,1,12.0,12.0,5850.0,4385.0
741640,261.79,654.21,2833,8100.0,2.86,2833,1164,0,2833,2.43,0.0,36,33,26,95,1.3053300388280975,20,0.0,0,2833,0,2239,1,0.436,1,0.154,7,43,11.928,11.951,3873.187,1539.381
7960,379.05,762.87,21,250.0,11.9,21,15,0,21,1.4,0.0,5,3,3,11,2.857142857142857,20,0.0,0,21,0,65,0,0.4,1,0.067,1,7,12.0,12.0,490.667,2126.667
4130,196.67,252.77,21,60.0,2.86,21,20,0,21,1.05,0.0,14,3,8,25,1.3333333333333333,20,0.0,0,21,0,56,0,0.45,1,0.1,1,6,12.0,12.0,3175.5,1753.0
17920,267.46,534.77,67,320.0,4.78,67,50,0,67,1.34,0.0,1,1,1,3,0.8656716417910447,20,0.0,0,67,0,138,0,0.36,1,0.14,1,3,12.0,12.0,1909.8,1977.6
26500,348.68,764.33,76,80.0,1.05,76,51,0,76,1.49,0.0,2,1,2,5,2.039473684210526,20,0.0,0,76,0,149,0,0.51,1,0.137,1,3,12.0,11.961,4494.902,1941.176
77620,3104.8,5022.58,25,8684.0,347.36,25,24,8,17,1.04,0.32,12,7,5,24,3.48,21,5.875,21,25,8,92,7,0.5,1,0.208,1,8,12.0,12.0,5697.917,2628.75
373630,607.53,2366.24,615,29048.0,47.23,615,297,26,589,2.07,0.042,34,24,14,72,1.5967479674796747,22,5.076923076923077,22,615,26,889,14,0.441,1,0.195,6,14,11.838,11.872,4744.108,1678.316
350,87.5,83.82,4,30.0,7.5,4,4,0,4,1.0,0.0,2,0,2,4,0.0,0,0.0,0,4,0,9,0,0.75,1,0.0,1,2,12.0,12.0,1510.0,2145.0
0,0.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,0,1,0.0,0,0.0,0,1,0,5,0,0.0,1,0.0,1,1,12.0,12.0,103000.0,4090.0
5690,247.39,686.66,23,0.0,0.0,23,22,0,23,1.05,0.0,4,2,3,9,1.7391304347826086,20,0.0,0,23,0,41,0,0.273,1,0.136,1,1,12.0,12.0,5532.273,1810.909
18740,457.07,817.74,41,170.0,4.15,41,41,0,41,1.0,0.0,21,5,9,35,1.7804878048780488,20,0.0,0,41,0,90,0,0.439,1,0.293,2,9,11.707,12.0,4447.317,3333.659
72510,9063.75,10830.1,8,6408.0,801.0,8,8,6,2,1.0,0.75,7,5,1,13,5.875,27,7.833333333333333,27,8,6,51,7,0.375,1,0.375,1,4,12.0,12.0,11513.75,1435.0
1100,110.0,149.0,10,0.0,0.0,10,10,0,10,1.0,0.0,9,1,3,13,0.0,0,0.0,0,10,0,22,0,0.6,1,0.2,2,5,12.0,12.0,600.0,671.0
11600,276.19,644.32,42,0.0,0.0,42,33,0,42,1.27,0.0,2,1,2,5,1.5952380952380951,20,0.0,0,42,0,96,0,0.333,1,0.212,1,2,11.273,12.0,3503.333,2315.758
3100,221.43,467.54,14,0.0,0.0,14,14,0,14,1.0,0.0,2,2,2,6,0.0714285714285714,1,0.0,0,14,0,38,0,0.429,1,0.214,1,1,12.0,12.0,3836.429,1385.0
790,158.0,193.05,5,0.0,0.0,5,5,0,5,1.0,0.0,4,1,3,8,0.0,0,0.0,0,5,0,12,0,0.4,1,0.4,1,3,12.0,12.0,4720.0,1886.0
19380,293.64,608.82,66,310.0,4.7,66,26,0,66,2.54,0.0,21,8,15,44,1.121212121212121,20,0.0,0,66,0,130,0,0.385,1,0.115,2,6,12.0,12.0,4543.077,1346.923
1060,265.0,424.62,4,0.0,0.0,4,4,0,4,1.0,0.0,1,0,0,1,5.0,20,0.0,0,4,0,9,0,0.5,1,0.25,1,2,12.0,12.0,5325.0,2340.0
187050,3896.88,7971.85,48,13984.0,291.33,48,46,13,35,1.04,0.271,39,14,15,68,2.395833333333333,20,4.153846153846154,12,48,13,132,10,0.435,1,0.065,7,15,12.0,12.0,7187.174,1891.522
34750,1510.87,3424.17,23,3304.0,143.65,23,21,3,20,1.1,0.13,12,3,7,22,3.565217391304348,20,7.333333333333333,10,23,3,74,3,0.429,1,0.19,2,11,12.0,12.0,10037.143,2340.952
215580,1959.82,5957.25,110,21890.0,199.0,110,85,20,90,1.29,0.182,32,12,15,59,1.6727272727272726,28,5.65,28,110,20,247,11,0.529,1,0.106,2,17,12.0,11.929,5558.588,1388.0
1660,207.5,296.59,8,0.0,0.0,8,8,0,8,1.0,0.0,1,1,1,3,0.0,0,0.0,0,8,0,22,0,0.5,1,0.125,1,2,12.0,12.0,3375.0,2102.5
450,150.0,217.03,3,0.0,0.0,3,3,0,3,1.0,0.0,2,0,1,3,6.666666666666667,20,0.0,0,3,0,4,0,0.667,1,0.0,1,2,12.0,12.0,0.0,386.667
13150,305.81,646.41,43,30.0,0.7,43,30,0,43,1.43,0.0,19,3,11,33,1.813953488372093,20,0.0,0,43,0,80,0,0.333,1,0.167,2,9,11.6,11.6,2182.333,2587.0
1166020,1526.2,5168.33,764,91462.0,120.03,764,707,86,678,1.08,0.113,139,74,92,305,1.9921465968586387,35,6.383720930232558,35,764,86,1059,49,0.444,1,0.198,16,53,11.917,11.941,6374.328,2127.27
